type,title,overview,tmdb_id,imdb_id,provider,release_date,tmdb_rating,popularity,poster_path,genres,imdb_rating,imdb_votes
TV Show,The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,1402,tt1520211,Netflix,2010-10-31,8.096,136.7017,/ng3cMtxYKt1OSQYqFlnKWnVsqNO.jpg,"Action & Adventure, Drama, Sci-Fi & Fantasy",8.1,"1,145,898"
TV Show,Lost,"Stripped of everything, the survivors of a horrific plane crash  must work together to stay alive. But the island holds many secrets.",4607,tt0411008,Netflix,2004-09-22,7.944,136.4227,/og6S0aTZU6YUJAbqxeKjCa3kY1E.jpg,"Mystery, Action & Adventure, Drama",8.3,"644,343"
TV Show,Chi's Sweet Home,"An American Shorthair kitten wanders away from her mother and siblings one day while enjoying a walk outside. Lost in her surroundings, she struggles to find her way back home. She is soon found by the Yamada family. Finding a home for her proves to be difficult, so the family eventually decides to keep the kitten, naming her ""Chi"".",34186,tt1276525,Netflix,2008-03-31,6.8,135.4726,/xEJmKzbOq87E7eMp0eatgmJ2DSa.jpg,"Animation, Comedy, Kids",7.8,375
TV Show,JUJUTSU KAISEN,"Yuji Itadori is a boy with tremendous physical strength, though he lives a completely ordinary high school life. One day, to save a classmate who has been attacked by curses, he eats the finger of Ryomen Sukuna, taking the curse into his own soul. From then on, he shares one body with Ryomen Sukuna. Guided by the most powerful of sorcerers, Satoru Gojo, Itadori is admitted to Tokyo Jujutsu High School, an organization that fights the curses... and thus begins the heroic tale of a boy who became a curse to exorcise a curse, a life from which he could never turn back.",95479,tt12343534,Netflix,2020-10-03,8.58,134.5051,/fHpKWq9ayzSk8nSwqRuaAUemRKh.jpg,"Animation, Action & Adventure, Sci-Fi & Fantasy",8.5,"156,507"
TV Show,Teenage Mutant Ninja Turtles,"The Teenage Mutant Ninja Turtles are back in an all-new animated series on Nickelodeon! Surfacing topside for the first time on their fifteenth birthday, the titular turtles, Leonardo, Michelangelo, Raphael and Donatello, find that life out of the sewers isn't exactly what they thought it would be. Now the turtles must work together as a team to take on new enemies that arise to take over New York City.",51817,tt1877889,Netflix,2012-09-28,8.3,133.0894,/n0DN6kJf0kGeuNFUYLT6eZe5ERR.jpg,"Action & Adventure, Kids, Animation, Sci-Fi & Fantasy, Comedy",7.9,"15,714"
TV Show,Peppa Pig,"Peppa Pig is an energetic piggy who lives with Mummy, Daddy, and little brother George. She loves to jump in mud puddles and make loud snorting noises.",12225,tt0426769,Netflix,2004-05-31,6.571,130.9623,/iwKVo3HlsyVNXCzFEkd0xHz3kGi.jpg,"Animation, Kids",6.3,"7,392"
TV Show,Lucifer,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",63174,tt4052886,Netflix,2016-01-25,8.446,129.4565,/ekZobS8isE6mA53RAiGDG93hBxL.jpg,"Crime, Sci-Fi & Fantasy",8.0,"375,571"
TV Show,Stranger Things,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",66732,tt4574334,Netflix,2016-07-15,8.596,129.37,/uOOtwVbSr4QDjAGIifLDwpb2Pdl.jpg,"Drama, Sci-Fi & Fantasy, Mystery",8.6,"1,456,880"
TV Show,Naruto,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",46260,tt0409591,Netflix,2002-10-03,8.365,125.347,/xppeysfvDKVx775MFuH8Z9BlpMk.jpg,"Animation, Action & Adventure, Sci-Fi & Fantasy",8.4,"148,418"
TV Show,How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,1100,tt0460649,Netflix,2005-09-19,8.141,120.6316,/b34jPzmB0wZy7EjUZoleXOl2RRI.jpg,Comedy,8.3,"760,731"
